platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
Facebook,Reviewing the latest industry report. Interesting findings.,1602,404842,#update #daily,7,0.5,249.47
Instagram,Captured this moment. #dailyphoto,35490,713576,#project #update,4,0.0,268.7
YouTube,Testing out a new feature. Feedback welcome.,649,5493,#update #news #facts #daily,7,0.4681818181818182,187.97
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,117,1532,#fail #struggle #problem,10,-0.6333333333333333,122.49
Instagram,Reviewing the latest industry report. Interesting findings.,141,1735,#update #daily #facts,7,0.5,175.74
YouTube,What an amazing experience! Definitely a must-see. 🔥,100,1851,#success #joy #blessed #inspiration,8,0.37500000000000006,144.53
Instagram,Absolutely loving this! So much joy and inspiration. ✨,2314,57466,#inspiration #positivevibes,9,0.775,206.82
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,11855,21495,#positivevibes #inspiration,10,0.9,270.12
Instagram,Good vibes only. Spread happiness! ❤️,1771,42359,#positivevibes #joy #inspiration #success,6,0.525,225.54
X,A quiet afternoon walk in the park. #nature #relax,9469,41729,#facts #news #update,9,0.0,187.49
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,203,1000,#frustration #problem #struggle #unacceptable,10,-0.725,140.15
YouTube,Captured this moment. #dailyphoto,557087,557655,#update #project #info #facts,4,0.0,362.84
X,Deeply concerned about the future. #crisis #worry,3746,38848,#fail #unacceptable #disaster,7,0.0,197.06
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,39885,40723,#fail #unacceptable #frustration,10,-0.6333333333333333,234.69
Facebook,Reviewing the latest industry report. Interesting findings.,924,12533,#update #facts #news,7,0.5,178.51
Instagram,What an amazing experience! Definitely a must-see. 🔥,6372,17603,#positivevibes #happiness,8,0.37500000000000006,205.74
X,A quiet afternoon walk in the park. #nature #relax,3867,27661,#daily #news #info,9,0.0,179.1
X,Captured this moment. #dailyphoto,678,12438,#daily #project,4,0.0,129.01
X,Just sharing an update on the project. More details soon.,3995,23815,#news #info,10,0.5,200.65
Facebook,Testing out a new feature. Feedback welcome.,1887,91055,#facts #info,7,0.4681818181818182,236.02
Facebook,What an amazing experience! Definitely a must-see. 🔥,78592,78993,#happiness #joy,8,0.37500000000000006,293.64
Instagram,Captured this moment. #dailyphoto,3124,55653,#facts #news #update,4,0.0,216.68
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,212,1734,#inspiration #happiness #joy,10,0.9,181.72
Instagram,Absolutely loving this! So much joy and inspiration. ✨,6284,14212,#positivevibes #joy #success,9,0.775,261.17
X,Captured this moment. #dailyphoto,3302,13066,#update #info #facts #daily,4,0.0,139.55
X,Reviewing the latest industry report. Interesting findings.,100,1000,#news #daily #project #info,7,0.5,107.5
Facebook,A quiet afternoon walk in the park. #nature #relax,6554,54440,#update #news #daily,9,0.0,231.32
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,16863,31320,#fail #problem #disaster #unacceptable,10,-0.6333333333333333,243.79
X,This is unacceptable. Major issues need to be addressed immediately. 😡,2410,6083,#frustration #struggle #disaster #fail,11,0.0625,155.75
X,So proud of this accomplishment! Hard work pays off. 💪,3940,18398,#joy #inspiration #positivevibes,10,0.35416666666666663,217.6
YouTube,A quiet afternoon walk in the park. #nature #relax,2060344,2060566,#info #update #project,9,0.0,432.78
YouTube,So proud of this accomplishment! Hard work pays off. 💪,1903,24616,#inspiration #happiness #positivevibes,10,0.35416666666666663,240.66
YouTube,A quiet afternoon walk in the park. #nature #relax,132513,1778716,#project #daily #info #facts,9,0.0,327.33
X,What an amazing experience! Definitely a must-see. 🔥,8122,113500,#success #joy #positivevibes #happiness,8,0.37500000000000006,215.77
YouTube,Testing out a new feature. Feedback welcome.,1626,346001,#update #facts #project,7,0.4681818181818182,261.29
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,725,13492,#unacceptable #disaster #fail #struggle,10,-0.6333333333333333,151.41
YouTube,Good vibes only. Spread happiness! ❤️,640,1676,#joy #success #inspiration,6,0.525,212.96
YouTube,Good vibes only. Spread happiness! ❤️,1323,53444,#positivevibes #inspiration #joy,6,0.525,254.2
Instagram,A quiet afternoon walk in the park. #nature #relax,100,5787,#info #facts #update,9,0.0,131.82
Facebook,Captured this moment. #dailyphoto,3889,46568,#info #news #daily,4,0.0,283.95
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,174,1326,#frustration #disaster,10,-0.6333333333333333,95.84
Instagram,What an amazing experience! Definitely a must-see. 🔥,19730,6441756,#happiness #inspiration #blessed,8,0.37500000000000006,291.87
Instagram,Good vibes only. Spread happiness! ❤️,1373,45978,#blessed #happiness #inspiration #success,6,0.525,189.91
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1990,#problem #struggle #frustration,10,-0.725,150.28
Instagram,Testing out a new feature. Feedback welcome.,663204,1411513,#news #project #daily,7,0.4681818181818182,308.01
Facebook,What an amazing experience! Definitely a must-see. 🔥,2414,24789,#inspiration #blessed,8,0.37500000000000006,215.4
Facebook,Reviewing the latest industry report. Interesting findings.,100,1000,#news #update #daily #facts,7,0.5,126.97
YouTube,Deeply concerned about the future. #crisis #worry,261,1000,#fail #disaster #frustration,7,0.0,186.94
Facebook,Reviewing the latest industry report. Interesting findings.,568,2952,#daily #project #update #facts,7,0.5,203.99
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,889,2299,#disaster #fail,11,0.0625,150.62
Instagram,Just sharing an update on the project. More details soon.,1633,77057,#daily #project,10,0.5,245.73
Instagram,Reviewing the latest industry report. Interesting findings.,100,1106,#news #project #daily,7,0.5,124.44
X,Testing out a new feature. Feedback welcome.,2221,4171,#project #update #daily,7,0.4681818181818182,165.35
X,So proud of this accomplishment! Hard work pays off. 💪,100,1809,#joy #success,10,0.35416666666666663,134.84
X,What an amazing experience! Definitely a must-see. 🔥,2341,18882,#positivevibes #happiness,8,0.37500000000000006,165.2
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,193,1597,#problem #unacceptable #frustration,10,-0.6333333333333333,125.52
YouTube,Testing out a new feature. Feedback welcome.,100,1874,#facts #news #project #update,7,0.4681818181818182,172.48
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,253,1000,#joy #happiness,10,0.9,146.21
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,33166,139672,#fail #struggle #frustration #problem,10,-0.725,308.01
X,Captured this moment. #dailyphoto,2709,14136,#news #facts #info,4,0.0,143.13
Instagram,Testing out a new feature. Feedback welcome.,100,5551,#project #facts #update,7,0.4681818181818182,134.65
YouTube,Captured this moment. #dailyphoto,348,2180,#project #update,4,0.0,189.93
Facebook,Good vibes only. Spread happiness! ❤️,4122,62484,#positivevibes #joy #inspiration,6,0.525,227.01
Facebook,Good vibes only. Spread happiness! ❤️,195,2554,#success #blessed,6,0.525,164.49
Facebook,What an amazing experience! Definitely a must-see. 🔥,100,1000,#blessed #happiness #joy,8,0.37500000000000006,132.97
Facebook,A quiet afternoon walk in the park. #nature #relax,380,2436,#project #daily #info,9,0.0,139.28
X,Good vibes only. Spread happiness! ❤️,104,1223,#inspiration #positivevibes,6,0.525,123.01
X,Captured this moment. #dailyphoto,287,1394,#update #project #facts #daily,4,0.0,114.14
X,Absolutely loving this! So much joy and inspiration. ✨,8568,679724,#inspiration #positivevibes #blessed,9,0.775,221.99
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,166,1000,#positivevibes #success,10,0.9,168.18
Instagram,Reviewing the latest industry report. Interesting findings.,47732,667028,#project #daily #facts,7,0.5,243.88
Instagram,Captured this moment. #dailyphoto,879,12941,#daily #news #update #facts,4,0.0,143.25
Facebook,Just sharing an update on the project. More details soon.,5912,43243,#daily #facts,10,0.5,272.94
X,Captured this moment. #dailyphoto,100,1000,#news #daily,4,0.0,141.9
X,So proud of this accomplishment! Hard work pays off. 💪,1909,73898,#inspiration #blessed,10,0.35416666666666663,174.35
Facebook,Just sharing an update on the project. More details soon.,4096,98388,#news #project #update #facts,10,0.5,238.94
YouTube,Deeply concerned about the future. #crisis #worry,162,2795,#disaster #problem #frustration,7,0.0,188.58
Instagram,A quiet afternoon walk in the park. #nature #relax,817,22072,#info #news #update,9,0.0,191.12
Instagram,Deeply concerned about the future. #crisis #worry,4178,47236,#fail #frustration,7,0.0,214.97
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,1172,15603,#frustration #unacceptable,10,-0.6333333333333333,156.42
X,Good vibes only. Spread happiness! ❤️,788,24135,#blessed #joy #happiness,6,0.525,163.4
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,2228,47896,#unacceptable #disaster #fail #problem,11,0.0625,178.91
X,Just sharing an update on the project. More details soon.,150127,527202,#facts #info #news,10,0.5,228.92
Facebook,Just sharing an update on the project. More details soon.,1171,28778,#daily #facts,10,0.5,197.66
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,406903,4780338,#frustration #struggle #disaster,11,0.0625,380.97
X,What an amazing experience! Definitely a must-see. 🔥,34430,362071,#joy #happiness #inspiration #success,8,0.37500000000000006,212.86
X,Captured this moment. #dailyphoto,3579,83741,#info #news #facts,4,0.0,167.28
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,32810,188670,#inspiration #joy #happiness #positivevibes,10,0.9,244.78
Instagram,So proud of this accomplishment! Hard work pays off. 💪,100,3076,#success #joy #inspiration #positivevibes,10,0.35416666666666663,94.59
Instagram,Deeply concerned about the future. #crisis #worry,3337,20417,#frustration #problem #unacceptable,7,0.0,204.99
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,6998,21036,#problem #fail,11,0.0625,221.66
Instagram,Just sharing an update on the project. More details soon.,162,2570,#update #news #facts #info,10,0.5,129.51
YouTube,Testing out a new feature. Feedback welcome.,190,1000,#daily #project,7,0.4681818181818182,173.65
Facebook,Deeply concerned about the future. #crisis #worry,1565,10849,#unacceptable #fail,7,0.0,199.81
Instagram,Good vibes only. Spread happiness! ❤️,100,1000,#happiness #success #positivevibes,6,0.525,125.46
Instagram,So proud of this accomplishment! Hard work pays off. 💪,336,2337,#success #inspiration,10,0.35416666666666663,166.1
YouTube,Testing out a new feature. Feedback welcome.,113,1390,#facts #daily,7,0.4681818181818182,167.95
Instagram,So proud of this accomplishment! Hard work pays off. 💪,119,1030,#positivevibes #success #happiness,10,0.35416666666666663,97.86
X,Just sharing an update on the project. More details soon.,8147,40427,#daily #facts,10,0.5,210.41
Facebook,What an amazing experience! Definitely a must-see. 🔥,234,1000,#joy #inspiration,8,0.37500000000000006,159.51
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,26010,1021878,#struggle #disaster #frustration #problem,10,-0.6333333333333333,308.37
X,Testing out a new feature. Feedback welcome.,4186,38642,#update #project #news,7,0.4681818181818182,194.39
Facebook,Good vibes only. Spread happiness! ❤️,87197,25416414,#happiness #blessed #joy,6,0.525,375.76
X,So proud of this accomplishment! Hard work pays off. 💪,100,1594,#inspiration #positivevibes #happiness,10,0.35416666666666663,158.9
Instagram,So proud of this accomplishment! Hard work pays off. 💪,52769,185948,#joy #happiness #positivevibes #blessed,10,0.35416666666666663,301.05
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,504,1673,#disaster #struggle,10,-0.6333333333333333,177.06
Instagram,Captured this moment. #dailyphoto,2686,18754,#update #daily #facts #project,4,0.0,219.18
YouTube,Testing out a new feature. Feedback welcome.,1357,32341,#project #daily #update,7,0.4681818181818182,202.11
X,Good vibes only. Spread happiness! ❤️,106,1571,#success #blessed #positivevibes #joy,6,0.525,118.97
X,Worst experience ever. So frustrating and a waste of time. 👎,100,1000,#unacceptable #fail #struggle #frustration,11,-0.5333333333333333,89.47
YouTube,A quiet afternoon walk in the park. #nature #relax,2555,43832,#project #update,9,0.0,260.22
Instagram,Deeply concerned about the future. #crisis #worry,159474,160312,#frustration #unacceptable #problem #disaster,7,0.0,245.4
Facebook,Captured this moment. #dailyphoto,24211,24814,#project #info,4,0.0,241.83
Instagram,Testing out a new feature. Feedback welcome.,30024,240323,#info #daily #project #update,7,0.4681818181818182,263.76
YouTube,Just sharing an update on the project. More details soon.,9001,9428,#news #project #daily #info,10,0.5,266.29
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,3012,15836,#positivevibes #success #joy,10,0.9,178.65
X,Deeply concerned about the future. #crisis #worry,4172,216122,#problem #fail #unacceptable,7,0.0,173.11
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1000,#unacceptable #struggle #problem #disaster,10,-0.725,123.67
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,1808,6801,#positivevibes #joy,10,0.9,190.46
Facebook,Reviewing the latest industry report. Interesting findings.,100,1000,#daily #facts,7,0.5,134.74
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,1350,11584,#disaster #fail #unacceptable #struggle,11,0.0625,180.61
YouTube,What an amazing experience! Definitely a must-see. 🔥,4457,79868,#inspiration #happiness,8,0.37500000000000006,280.95
Instagram,Good vibes only. Spread happiness! ❤️,1079,37090,#happiness #inspiration,6,0.525,173.48
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,70082,111604,#fail #struggle #problem #unacceptable,10,-0.725,241.41
Facebook,Absolutely loving this! So much joy and inspiration. ✨,139,1000,#blessed #joy,9,0.775,173.84
Instagram,Just sharing an update on the project. More details soon.,385,14316,#update #facts #project #info,10,0.5,205.74
Facebook,Deeply concerned about the future. #crisis #worry,2197,27007,#struggle #frustration #fail #problem,7,0.0,213.94
Facebook,So proud of this accomplishment! Hard work pays off. 💪,1421,25810,#positivevibes #success #blessed #happiness,10,0.35416666666666663,224.74
Instagram,Captured this moment. #dailyphoto,115,1000,#update #news #facts,4,0.0,115.12
Instagram,Testing out a new feature. Feedback welcome.,1727,40771,#project #update #news #daily,7,0.4681818181818182,233.18
YouTube,So proud of this accomplishment! Hard work pays off. 💪,100,1294,#inspiration #positivevibes,10,0.35416666666666663,138.55
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,955866,3980729,#disaster #problem #frustration,10,-0.725,370.65
YouTube,Captured this moment. #dailyphoto,1734,2004,#project #daily #news #info,4,0.0,188.67
X,This is unacceptable. Major issues need to be addressed immediately. 😡,11859,435002,#unacceptable #fail #problem #disaster,11,0.0625,194.49
Facebook,Reviewing the latest industry report. Interesting findings.,10703,85183,#daily #update,7,0.5,273.18
YouTube,A quiet afternoon walk in the park. #nature #relax,100,1669,#facts #info,9,0.0,159.62
YouTube,A quiet afternoon walk in the park. #nature #relax,6924,17563,#project #update #news,9,0.0,261.91
Facebook,Reviewing the latest industry report. Interesting findings.,17627,324590,#info #daily,7,0.5,271.04
Instagram,Absolutely loving this! So much joy and inspiration. ✨,65556,1312761,#success #positivevibes #joy #happiness,9,0.775,305.62
X,Just sharing an update on the project. More details soon.,3735,18423,#daily #info #news,10,0.5,167.45
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,12934,287796,#disaster #problem #struggle #fail,11,-0.5333333333333333,267.77
X,Absolutely loving this! So much joy and inspiration. ✨,9125,135862,#success #positivevibes #joy,9,0.775,210.67
Instagram,What an amazing experience! Definitely a must-see. 🔥,1189,83523,#success #blessed,8,0.37500000000000006,190.5
Instagram,Reviewing the latest industry report. Interesting findings.,29256,29939,#project #news #daily #info,7,0.5,247.73
X,Good vibes only. Spread happiness! ❤️,411,1591,#inspiration #joy,6,0.525,164.17
X,Good vibes only. Spread happiness! ❤️,682,1000,#success #happiness #joy #blessed,6,0.525,142.68
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,161800,466623,#problem #unacceptable #fail #disaster,11,0.0625,311.37
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,100,1000,#fail #struggle,11,0.0625,146.57
X,This is unacceptable. Major issues need to be addressed immediately. 😡,143,1000,#frustration #disaster,11,0.0625,94.04
YouTube,Just sharing an update on the project. More details soon.,41191,41842,#facts #daily #news #project,10,0.5,318.39
X,Feeling incredibly happy and grateful today. Best day ever! 😊,1477,6235,#happiness #blessed #joy,10,0.9,186.63
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,100,1000,#frustration #disaster,11,0.0625,161.49
Facebook,What an amazing experience! Definitely a must-see. 🔥,120,1811,#success #happiness #joy,8,0.37500000000000006,158.99
YouTube,Absolutely loving this! So much joy and inspiration. ✨,371,2016,#inspiration #success #positivevibes,9,0.775,192.85
X,Just sharing an update on the project. More details soon.,3411,223988,#info #news #project,10,0.5,221.96
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,947,7261,#fail #frustration #struggle #disaster,10,-0.725,186.33
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,7325,28466,#struggle #unacceptable #fail #frustration,10,-0.725,183.25
Instagram,A quiet afternoon walk in the park. #nature #relax,51889,3025290,#daily #news #facts #update,9,0.0,307.22
X,Testing out a new feature. Feedback welcome.,14430,14708,#news #facts #update #info,7,0.4681818181818182,178.71
X,Just sharing an update on the project. More details soon.,7087,7987,#facts #update,10,0.5,215.76
YouTube,Reviewing the latest industry report. Interesting findings.,2866,174346,#project #facts,7,0.5,266.27
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,4559,69575,#problem #frustration,11,0.0625,257.06
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,321,40229,#disaster #frustration #problem,10,-0.725,241.78
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,442,1645,#frustration #struggle #unacceptable,10,-0.6333333333333333,140.58
Facebook,What an amazing experience! Definitely a must-see. 🔥,100,1000,#happiness #inspiration #positivevibes,8,0.37500000000000006,136.35
Instagram,Absolutely loving this! So much joy and inspiration. ✨,313,1000,#joy #inspiration #blessed #positivevibes,9,0.775,111.44
YouTube,Just sharing an update on the project. More details soon.,184,1000,#project #daily,10,0.5,154.94
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,2014,8520,#disaster #fail #unacceptable,11,-0.5333333333333333,208.28
YouTube,A quiet afternoon walk in the park. #nature #relax,3370,7657,#news #facts,9,0.0,231.53
YouTube,A quiet afternoon walk in the park. #nature #relax,245,91466,#info #daily #facts #project,9,0.0,183.37
Instagram,Testing out a new feature. Feedback welcome.,12047,20296,#project #facts,7,0.4681818181818182,197.17
X,Feeling incredibly happy and grateful today. Best day ever! 😊,3517,30663,#success #happiness,10,0.9,189.61
Facebook,Captured this moment. #dailyphoto,100,1000,#news #daily,4,0.0,106.21
X,Absolutely loving this! So much joy and inspiration. ✨,120,1000,#success #blessed #inspiration,9,0.775,150.16
Facebook,Testing out a new feature. Feedback welcome.,4696,32614,#info #facts #project #daily,7,0.4681818181818182,199.45
X,A quiet afternoon walk in the park. #nature #relax,572,34009,#news #update #info,9,0.0,151.6
X,Deeply concerned about the future. #crisis #worry,1816,23636,#disaster #unacceptable #fail,7,0.0,174.8
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1153,24222,#frustration #unacceptable #fail #problem,10,-0.725,212.5
X,What an amazing experience! Definitely a must-see. 🔥,8062,114071,#happiness #blessed #success,8,0.37500000000000006,210.92
Facebook,Absolutely loving this! So much joy and inspiration. ✨,2850,101178,#success #happiness #positivevibes,9,0.775,242.38
Instagram,So proud of this accomplishment! Hard work pays off. 💪,1632,96292,#positivevibes #inspiration,10,0.35416666666666663,188.45
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,293,1020,#happiness #joy #blessed,10,0.9,208.6
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,2500,17093,#blessed #positivevibes #joy #inspiration,10,0.9,159.61
X,Deeply concerned about the future. #crisis #worry,288940,289146,#problem #struggle #unacceptable #disaster,7,0.0,253.87
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,100,1250,#happiness #blessed #joy #positivevibes,10,0.9,161.62
Facebook,Just sharing an update on the project. More details soon.,1344,6758,#daily #news,10,0.5,215.81
X,Absolutely loving this! So much joy and inspiration. ✨,941,5136,#positivevibes #happiness #joy,9,0.775,142.63
Facebook,So proud of this accomplishment! Hard work pays off. 💪,1758,34787,#happiness #joy #inspiration,10,0.35416666666666663,235.9
Instagram,Testing out a new feature. Feedback welcome.,6102,247101,#update #facts,7,0.4681818181818182,217.63
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,11737,162980,#struggle #disaster #unacceptable #problem,11,0.0625,291.8
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,18676,2603250,#inspiration #blessed #joy #success,10,0.9,305.31
X,This is unacceptable. Major issues need to be addressed immediately. 😡,100,2130,#frustration #disaster #problem,11,0.0625,123.39
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,6753,43274,#disaster #problem #struggle #frustration,10,-0.725,204.63
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,1645,52942,#frustration #problem,10,-0.6333333333333333,177.57
Facebook,Absolutely loving this! So much joy and inspiration. ✨,9777,89091,#joy #happiness #inspiration,9,0.775,274.28
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,2892,10437,#unacceptable #problem #fail,11,0.0625,213.67
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,121,1000,#struggle #frustration #fail #unacceptable,10,-0.725,158.42
Instagram,Captured this moment. #dailyphoto,3943,107404,#daily #update #news,4,0.0,212.64
YouTube,Reviewing the latest industry report. Interesting findings.,187,1521,#facts #daily,7,0.5,161.89
Instagram,Absolutely loving this! So much joy and inspiration. ✨,151,1000,#positivevibes #blessed #joy,9,0.775,164.5
Instagram,Good vibes only. Spread happiness! ❤️,269,2651,#joy #blessed #happiness,6,0.525,150.86
Facebook,Absolutely loving this! So much joy and inspiration. ✨,537,8102,#positivevibes #success #joy,9,0.775,199.08
Facebook,Testing out a new feature. Feedback welcome.,1178,12087,#info #facts #news,7,0.4681818181818182,217.38
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,3343,33379,#struggle #frustration,11,0.0625,227.69
Instagram,A quiet afternoon walk in the park. #nature #relax,2643,40519,#project #news #facts,9,0.0,214.0
X,Reviewing the latest industry report. Interesting findings.,3145277,3145632,#update #info,7,0.5,305.81
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,934,2548,#struggle #problem #fail,11,-0.5333333333333333,129.53
X,A quiet afternoon walk in the park. #nature #relax,13997,17687,#daily #news #facts #info,9,0.0,230.4
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,27626,27956,#disaster #frustration #problem,10,-0.6333333333333333,180.67
Facebook,Good vibes only. Spread happiness! ❤️,24353,24928,#positivevibes #happiness,6,0.525,279.92
Instagram,Reviewing the latest industry report. Interesting findings.,288800,289004,#news #info #daily #project,7,0.5,315.28
YouTube,A quiet afternoon walk in the park. #nature #relax,183,1014,#news #info #update #project,9,0.0,175.53
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,144,1000,#struggle #unacceptable #problem,10,-0.725,155.3
X,Good vibes only. Spread happiness! ❤️,100,1890,#joy #blessed #inspiration,6,0.525,128.25
X,Deeply concerned about the future. #crisis #worry,17358,44374,#unacceptable #struggle,7,0.0,183.23
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,6480,38862,#struggle #disaster #unacceptable,10,-0.725,219.15
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,205,2665,#happiness #joy,10,0.9,234.25
Instagram,Good vibes only. Spread happiness! ❤️,991,21240,#inspiration #positivevibes #blessed #success,6,0.525,187.73
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,3700,23683,#unacceptable #struggle #problem #disaster,11,0.0625,282.19
Facebook,Absolutely loving this! So much joy and inspiration. ✨,5374,44772,#inspiration #happiness #positivevibes #success,9,0.775,219.44
Facebook,Absolutely loving this! So much joy and inspiration. ✨,29085,118645,#positivevibes #happiness #blessed #joy,9,0.775,272.17
X,Captured this moment. #dailyphoto,100,2559,#news #update #project #info,4,0.0,107.46
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#fail #frustration #unacceptable,10,-0.6333333333333333,131.68
Instagram,Reviewing the latest industry report. Interesting findings.,325,12707,#update #facts #daily,7,0.5,200.66
Facebook,Absolutely loving this! So much joy and inspiration. ✨,1419,285689,#blessed #success #happiness #joy,9,0.775,232.72
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,723,1000,#unacceptable #struggle #frustration,11,-0.5333333333333333,138.94
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,326,1000,#fail #disaster #frustration #struggle,10,-0.6333333333333333,117.93
Instagram,Deeply concerned about the future. #crisis #worry,198,1378,#frustration #struggle #unacceptable #disaster,7,0.0,129.62
X,A quiet afternoon walk in the park. #nature #relax,131,1000,#facts #update,9,0.0,112.24
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,1007094,3508165,#unacceptable #fail #problem,10,-0.6333333333333333,315.68
X,Deeply concerned about the future. #crisis #worry,27496,71342,#problem #unacceptable,7,0.0,205.78
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,5172,9217,#frustration #problem,10,-0.725,194.14
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,2275,50168,#fail #frustration #problem,10,-0.6333333333333333,174.49
Instagram,What an amazing experience! Definitely a must-see. 🔥,938,19658,#positivevibes #inspiration,8,0.37500000000000006,189.56
Facebook,Deeply concerned about the future. #crisis #worry,529323,530096,#unacceptable #disaster,7,0.0,335.35
Facebook,Captured this moment. #dailyphoto,324,1836,#info #facts #daily #update,4,0.0,196.43
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,255342,993192,#frustration #unacceptable #disaster #fail,10,-0.6333333333333333,351.75
Facebook,Testing out a new feature. Feedback welcome.,3162,17373,#news #update,7,0.4681818181818182,221.79
YouTube,A quiet afternoon walk in the park. #nature #relax,1319,52967,#facts #info #project #update,9,0.0,234.95
YouTube,Captured this moment. #dailyphoto,919,11869,#project #update,4,0.0,181.06
Instagram,Testing out a new feature. Feedback welcome.,7496,2266545,#facts #info #update,7,0.4681818181818182,280.38
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,5941,97771,#fail #frustration #problem,10,-0.6333333333333333,173.31
Facebook,Captured this moment. #dailyphoto,3560,17672,#facts #project #update,4,0.0,213.07
YouTube,Good vibes only. Spread happiness! ❤️,3153,11015,#blessed #happiness,6,0.525,257.33
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,234,1456,#disaster #struggle,11,-0.5333333333333333,130.14
Instagram,Testing out a new feature. Feedback welcome.,126,1000,#project #info #news #facts,7,0.4681818181818182,132.13
YouTube,So proud of this accomplishment! Hard work pays off. 💪,85511,86136,#positivevibes #joy #blessed #success,10,0.35416666666666663,303.97
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,256637,256960,#fail #unacceptable #frustration,10,-0.6333333333333333,341.81
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,6855,12676,#frustration #fail #struggle #problem,10,-0.6333333333333333,189.26
YouTube,Reviewing the latest industry report. Interesting findings.,23085,388359,#project #facts,7,0.5,316.78
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,102,2159,#positivevibes #success #joy,10,0.9,171.79
Instagram,Captured this moment. #dailyphoto,100,3038,#daily #news,4,0.0,161.01
Instagram,Reviewing the latest industry report. Interesting findings.,1591,26306,#update #info #project,7,0.5,206.36
Instagram,So proud of this accomplishment! Hard work pays off. 💪,134088,155958,#happiness #success,10,0.35416666666666663,277.97
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,4247,332817,#fail #problem #unacceptable #disaster,11,0.0625,227.2
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,4749,47738,#frustration #unacceptable #problem,11,0.0625,250.73
